-8202,5823
3859,-6929
7903,-3786
-827,5752
-6057,-6391
3837,1480
-3401,2666
5362,-8845
2106,-8387
-2840,-2823
6486,5859
-1510,-9156
4185,-3128
3579,5398
1376,2661
3903,-8906
-6566,-3123
-1280,-4277
2365,-6122
3740,5741
4826,-2498
3145,-245
-1253,-9978
-426,-2894
-3547,-9621
1945,-9313
8317,-6062
2708,2881
4429,-7862
1843,5931
-5943,-1928
-6434,2311
6425,-2768
3526,148
1932,6299
-5890,-2203
-8553,-8777
630,-5825
-4416,-6797
7582,5069
9501,6981
7886,4090
1572,4680
869,-5230
1981,-7561
3333,-3994
-4017,-5207
2889,-9997
8404,-6477
4620,8613
-6730,-559
1595,-869
-8138,-6210
-9029,3019
9427,-2772
-6306,2476
-2301,-1754
4824,-5004
-6709,2620
-948,8165
-4918,8793
5489,2183
-6943,7441
-8112,7949
7591,8562
4411,-568
-4870,-3016
-4100,7358
-8160,-7341
463,-994
-9924,-2724
-2648,-7754
4351,6258
2404,-8512
-8979,6038
1343,3284
-1757,6389
-942,7707
-863,-7801
6497,-964
5625,-3777
-8635,4364
-7217,6908
-7759,78
-7680,-518
-2975,-4646
4327,-5957
1801,-2055
4531,5528
4943,8917
5090,9783
-457,-1994
-2542,-7149
-7382,1209
430,-455
-1018,3172
8936,-2387
-3339,-2207
-4712,6542
82,-9369
-6970,103
-1296,-8984
1930,-1351
-9845,1797
-2498,1113
1678,1179
3343,-8453
4381,-4426
6120,7583
4276,2138
8803,8037
-9475,6754
-4603,1071
-3656,-205
3219,-5798
-670,-9040
-1932,1822
-5194,8803
2468,9680
-3939,-6526
5918,-9546
-8302,-7749
-5145,4169
-120,-2562
-7465,-93
-8047,4537
7957,4535
6886,3265
-5369,1125
9915,-2048
2018,-5351
-5566,9251
9731,-9756
-7057,3833
-8754,-4875
352,5240
1594,-2942
1940,5919
53,5335
627,-1337
2104,-9375
-769,-6161
9918,-5671
-524,-9195
-8958,-8024
-5361,1205
6743,8333
4780,-6718
7101,-3107
-7319,-4883
-2521,5989
-1419,-756
-7050,9312
-3860,-7488
8416,-4369
7082,4282
8304,-6479
1166,7124
8117,6061
-7449,9108
7941,1799
-8810,4545
-9896,-4143
4147,-4925
1721,-1273
-8851,4675
-3606,1304
4782,-9058
-8426,3700
-4541,3135
6318,9348
8906,-3874
5775,4474
-1778,-6166
-620,9349
9299,-5120
-493,7624
-9882,2014
1916,7638
7623,8685
-1052,-2274
-8481,8617
4775,-4951
-5525,3751
7904,8028
-1103,-6070
-9879,5724
-3910,6643
-4979,6331
3678,-7488
6237,7204
-4806,5476
-4981,-4330
-588,8229
-747,9690
-7298,-8390
-2201,4481
9962,-2840
-9336,-5985
-741,-1582
6023,9059
-4620,-7286
8003,-9377
9747,3197
9188,-9773
3316,1481
-233,8598
3059,6940
7190,7862
-4296,6808
599,4855
-8438,4487
-5851,4161
-6150,5216
2561,6399
6685,8519
-8691,5267
-4353,5422
3325,3762
-7229,4470
834,-8265
8135,-2823
7406,-9300
8869,-6835
9052,5875
2592,-3829
5581,-7517
2636,-9348
3345,4641
-171,-8097
-2127,5539
-4569,8340
9750,7729
8351,3984
-5825,9854
6698,-5215
4751,-9565
7251,-7525
8747,-4784
-5620,2920
6118,-6076
1445,-6602
8917,-6217
-9432,-5998
-2193,5142
-2912,3196
-5402,3918
6021,-5670
8928,1004
2018,3787
967,-5613
-2742,-7138
-3897,-7780
-1538,-9896
-8363,-6991
4232,4262
2193,9327
-6947,-8266
-2826,-2049
-4285,451
-146,-2745
-4849,-7661
5986,-8868
297,6384
473,8451
-7384,240
-1428,-8317
9383,-2440
-4680,-6364
-3307,1168
-2789,7936
6134,-1783
7920,-7281
2922,8725
4852,6534
8292,5104
-3965,-8396
3384,-3121
5858,-187
-2152,-1037
1842,-4806
-9074,6087
3030,-7069
9051,-9622
-1449,5227
5202,-4958
6603,3844
1820,-2707
6684,-7424
3920,545
7215,9724
6954,-8108
4356,2939
2451,-1420
-1690,-5887
4922,2300
-7882,-5868
-1214,-1017
-9759,5124
-9606,9830
-3743,4358
5607,1819
-7124,3348
-9143,-5587
6980,2864
-7660,-8384
5960,6012
-6810,-9931
-1184,-6582
9827,-973
6911,6149
270,-7044
4359,764
-6952,-5060
4103,4841
-1504,5361
-5424,-391
2307,-7829
-3022,-2789
-3165,8082
6090,5230
1314,-5402
-4653,-6231
4099,9686
-6630,3169
45,1374
-8464,7568
940,976
-1532,5003
5838,8314
-9407,5723
-1181,-7080
-8662,-7923
6645,-9778
-8329,6890
-7534,7740
-6291,-6837
3920,552
-8615,9908
976,-6543
-7970,2744
5041,-3390
-5996,-2101
-9896,366
3178,-9575
-5138,5092
-7539,9177
-2766,6341
6022,-6627
4299,-7779
-9564,1412
9395,-5576
-4276,3951
151,7861
-7337,-925
6061,2966
-4413,-1084
9239,154
9950,5252
-7715,8247
-7957,-668
-8585,-6095
-7816,391
2944,-4516
-9604,7967
-7341,-1784
2032,8356
-5183,7659
8168,5622
-3159,6888
-9733,7600
9038,-2471
-2712,-9726
-1314,-7491
2984,-9704
1774,-6160
-2620,-7313
2146,4281
-5393,9907
4335,-4896
1023,-9172
2362,-7677
-9985,-385
-2537,6252
3421,-2263
-4368,-6832
982,5652
9141,892
1163,4519
-1580,2809
4173,2602
-3882,-3859
7057,-4116
8532,8660
7618,6549
3079,-6987
-2914,7104
1352,5766
-9519,8474
-7051,-7923
4264,-9106
3661,-2732
-9499,1122
-4139,-9181
6987,-5595
154,-4527
3560,6298
8864,-2535
4345,-8073
-8731,-6933
-8670,3820
3483,5242
8922,-4093
799,-7780
4528,-845
1285,2175
4138,-3657
8580,-79
8761,5910
-4996,6278
3937,5618
-6447,-8134
-6484,-508
-9863,-4091
-4729,-4664
6334,-4740
-7243,7421
-1309,-3438
5834,-2916
-9033,3621
-822,-2563
-4163,-818
-2436,1769
-9765,1038
401,-7472
7322,9148
8557,4225
-8913,-7258
-2359,-8156
-8853,-7699
4152,7422
-563,-2433
5269,-44
-2743,3350
6692,-7664
-2449,-6856
-2092,3974
5849,6375
-9728,-8863
-3769,-883
-2883,-8036
-7517,-8109
-4852,-9994
-749,5903
304,5669
-2081,-2551
-8028,5760
-5058,7685
-8794,3040
4245,-4708
6573,-9305
-6919,-1348
-4089,3572
-6792,-9208
8794,-6967
-4003,8239
4206,-3274
516,-7678
220,-3181
7097,6756
-1973,9142
-8271,7376
6203,1563
399,4855
5107,-5731
8735,-562
5711,-8384
5068,5883
-2475,891
6023,-3909
-1878,7941
5718,4076
2490,5156
4853,-2897
-3882,9987
8570,-3356
357,-4635
9491,-2083
-3748,1009
-524,1904
9378,-4920
-6690,771
-6441,-7103
-9611,-470
5840,9780
396,3495
2575,-9465
-1706,6553
4443,-9069
4242,9571
1976,4685
7267,-5476
-5119,-8784
-2674,9633
4085,-415
-8324,-8723
-2440,2310
-4933,-3719
-9948,-1464
-1033,6639
5629,6232
-5636,3857
8664,3470
7873,-7554
8475,4053
8610,6279
-2217,3679
-7782,-6595
9188,8319
-541,6967
-9767,1785
7909,1810
-2046,4600
9992,4171
5691,3967
-8873,6483
7300,2899
734,3863
7447,-3128
-590,2321
6962,-2036
-2516,-4452
8342,-7670
4000,6419
-2562,-378
-5294,-9493
-4555,-6641
8172,2283
-9128,-1692
6070,4232
3952,-154
5651,-721
-5599,-5808
-2812,-5482
-3891,-6245
3970,-6326
337,4430
54,-383
8950,1800
9059,1823
9457,-7476
2236,-6731
979,-6670
9519,9215
9982,1298
4891,2191
-269,-1665
7551,-3728
-876,-9151
-7963,285
409,-5371
-8391,-5531
-189,-1268
7796,7631
2358,-3048
-3052,-7703
-2541,-9147
-2277,7741
-116,-7015
7768,-2293
-5059,2042
4537,9881
-6879,-9519
7938,-6711
9267,-2350
5395,6778
-853,8955
-4879,547
3600,1928
2210,3402
-6260,-5211
2053,4334
7629,-1494
-1695,-9552
9257,-7695
-1676,1643
-5815,-6884
7237,-6436
6217,4711
-8948,-3623
6916,3849
3651,-9958
3920,3933
4847,5988
-7069,-6105
-2071,-1107
1584,-4504
-2954,8430
-8358,-2929
-6714,-7357
4639,9886
7963,2064
9230,-5106
-5637,2734
9195,-2192
-6618,9046
-2802,-6492
8451,5792
-6079,-9157
-2859,3400
-4467,8548
-7905,-2187
-1777,4934
-6820,-3184
2134,-18
-5205,9417
3305,-5056
7111,-8135
6325,-88
7589,-372
-5456,-3222
6232,-5615
8741,-5415
-1493,-5830
-7927,-1054
-5165,2273
-7396,-626
2587,-5293
-4869,6033
-2588,4319
-9582,9500
-3469,58
-3336,-5789
5656,-5743
7317,3704
-4947,-7994
2899,-4014
-5909,-1212
9328,-8354
8703,-9471
2247,-4234
9257,9808
-4401,9950
-1886,-955
-7728,6748
-3631,-463
8159,5109
2681,-2906
6902,-7924
411,3594
-7029,-1356
-4215,-8705
2129,-3661
9026,4032
4421,-8709
642,-9664
4566,998
2623,8428
4171,-8964
7845,-2411
1515,-8204
3198,-7346
2456,-151
-3902,2365
178,8404
-6448,-1435
-4730,-5275
-4350,2835
4086,5799
-7985,1435
-7724,-431
707,-8285
-4949,3060
9666,-7957
8804,-2461
583,-8467
1547,-204
-4570,-2720
-2332,-9599
373,-9153
6387,-2023
-8453,7996
7283,5188
-2169,-2233
-6322,-7843
-9682,-6095
7974,3733
6790,-1826
-6423,-9333
-370,-7053
-3984,901
1153,759
-8497,463
7838,4271
7877,-9550
1159,-7305
1993,9014
-3548,9934
5734,3292
-4009,-9019
-9518,-6564
3191,-866
306,8326
-4920,-2434
8735,3348
8664,953
4280,-7493
-6461,-8303
-4834,-4181
8853,-641
8617,9890
-6051,-2098
5470,4692
-8810,89
2317,-8627
-1740,9081
-113,5191
5937,-5829
-1001,-695
9481,305
9600,5327
6535,-5444
-3525,2528
7745,7186
7597,-5990
-5236,-8644
-3052,7543
-5164,1968
929,-2754
-6526,-3178
-678,-358
5057,-9095
4696,9625
-1391,3934
2223,7629
-6595,-5248
-9299,-4890
-9049,2955
-5777,-8832
-545,7384
-1613,-7744
8431,9287
552,-6549
1440,-4876
9237,-4694
5109,1993
988,-5055
-9712,5525
-7708,222
6993,-2856
5585,-4238
4209,4641
7612,-634
6446,-5966
3634,-9760
7377,1516
7575,7294
8303,-3401
278,8390
5650,6516
-7556,-1316
6211,2076
3124,9043
-9640,-2326
-1450,1666
-3402,6202
273,5035
2553,5997
4791,2509
5735,-3067
-3109,4588
-3142,-7932
5624,-1331
-353,4087
6846,5507
-9969,6819
1977,-9873
-9136,-3696
1247,-7813
4914,4606
-7571,-6809
-9417,-4124
-7333,-4307
680,4710
-2668,-7798
8208,4072
8970,-7342
-8568,3301
4670,-2794
2130,9649
8196,6417
-7208,5822
6184,-357
3966,6474
-7198,7152
-672,-1008
1953,4429
6717,5711
-8295,5474
516,-9661
2623,-1298
4614,3101
-44,-4224
-1929,7326
7783,-3920
8436,-7899
8672,-2462
3382,-8761
-4394,8100
2299,-7624
-711,1127
-7075,8365
5066,7242
-1724,303
4236,9712
3231,-9898
8699,6874
-1123,-1920
-4702,8892
-4749,7071
-4460,3354
4361,8123
7697,-6085
-3116,-6830
-4962,9925
1447,-5984
-7284,-555
3336,2924
4202,-9709
-4613,6799
-3273,-2826
8635,2826
-2835,8090
3545,-6856
6535,18
8689,-876
4582,8747
-6575,-3274
5148,7477
5564,2818
8198,8563
-7948,9220
6598,4631
-9010,8722
2935,-2042
7501,-7189
-3879,-9770
3701,9819
-4628,4797
2605,3065
-2604,-7456
-355,-3745
-5376,-1161
652,4541
9966,2765
-8940,-2203
-4296,3586
-9247,2216
8959,4715
-8124,6898
4483,2231
5378,-8447
9609,3058
5576,1521
4550,8926
1424,-1605
2953,8805
2299,7035
-5095,-3250
844,9795
-8274,1765
6755,3088
-4578,-2916
-931,-4025
-7551,-5689
-757,6651
-9568,-1050
4222,-7475
-6222,474
7673,4803
-4200,-3781
-4788,5415
-9597,1163
2531,-8600
-4633,-8366
6038,-9188
573,4107
-2931,-5152
3564,-1329
7199,-8192
-7500,-1080
9860,3340
-8449,-8098
2130,1717
-8943,-81
-7190,-2341
-9108,-7454
5077,-728
-7086,-9134
-739,-7606
6106,9871
8619,3455
-128,-8750
2758,2213
-6498,-915
6695,-769
-7176,-9408
2943,2873
-7226,-1053
7589,8782
9488,3829
-4521,-1958
3464,-4328
-2746,-643
-16,-462
4867,-334
-7279,4903
-109,9123
1185,4649
5906,-2937
-8,-4112
2004,-9705
-9872,-5736
8751,7048
9810,-527
7423,-8836
6061,1676
6501,6146
2247,-5880
4817,-2127
-6589,-6920
-2996,-8071
3657,7845
5705,2857
4526,7898
-1396,-1943
6229,6366
7165,9308
-6394,-4315
-9228,4242
-7055,2968
3305,69
4560,-7842
2632,-9879
-9965,2893
4179,-7955
1194,1019
2983,2350
-5166,-7448
-5263,-1481
5575,-1796
7154,-4805
-6027,-4687
3698,-4157
-5194,2345
-1942,6173
-1711,-7600
-1037,-2651
-3038,5300
5072,-2661
3290,-1384
-8708,675
8188,-592
9509,-9666
1155,-2269
-798,119
-9014,5106
6442,5848
1176,4914
-9838,1764
-8650,869
-4206,8619
-3560,-6168
9903,1682
729,7017
2917,7691
2367,-3353
1481,-2168
-1822,4069
1258,1359
-3523,-8577
-2040,6494
4356,-9868
-1306,-9602
342,-508
6393,-2198
7076,2772
2287,-8312
8591,843
4744,-3190
5724,7320
397,-5708
1457,1094
-2205,-7253
632,5061
-1701,646
1833,910
6946,-3911
288,-3956
8442,-2054
-9099,-9029
1962,-738
4629,-1234
1884,-597
-8769,8909
-5793,5363
-2999,8656
3015,-6789
1233,9835
9053,1263
-1378,7765
5150,-1405
-193,6376
8751,9752
4013,-2984
-1855,-937
8143,5722
4441,-96
997,-6943
-4551,7672
4561,864
541,-2698
-9977,9051
8399,4305
281,-586
-9642,6274
-9735,-3868
6113,-9927
418,2313
3925,-3598
7937,-214
-2289,-8588
-1303,-9296
-4392,-9949
-5904,4806
-2050,3662
-6786,9771
9479,-8622
2676,9106
-4870,5281
-8427,-4823
4473,4607
7626,1609
2017,-9434
4773,1774
-3204,-946
-9987,-754
4424,-8054
-6939,-6428
-5108,-5956
9971,-5788
6155,78
-4182,1699
2646,-3663
-6343,1244
6045,1513
6552,6389
-1793,2902
2604,-5767
-7689,-7766
233,-1882
-9553,8824
7663,-4775
-1828,9877
-4630,-8158
1927,3086
-1744,2761
2270,842
-1969,7081
-2390,-5101
7453,-3239
7189,-2085
4257,-1306
-3110,2707
-6908,9171
-6557,-9208
3126,5884
-8914,-713
22,7439
-4069,8546
431,192
9135,6498
-6626,-61
-8575,9114
1847,-2904
-4177,-2271
-4107,-6270
-7589,6578
-769,-7973
3159,9006
8674,-6901
8640,-270
3191,8000
-8179,-8837
-773,2788
6180,2959
8015,4051
-5647,-8139
-2055,6907
-6313,-5839
-9065,-5333
528,7613
2593,-9844
-1505,3897
7026,-1820
-2934,-6466
-6212,916
-3241,-6044
-9541,-8112
-2094,-4998
-4853,4555
1650,-5870
8128,-2639
8604,3563
5410,-2195
-1236,-9200
-2621,730
-2091,3389
4897,-627
-2454,-6301
8480,-1292
1930,-1261
-706,2524
-3730,2191
3870,3531
-3017,4208
5426,-4668
8299,-5113
-2505,8483
5290,2786
2560,-9423
-3357,-5101
-9522,-2569
1699,-1712
1493,-1862
3184,9636
9280,2496
-2007,-8587
9153,5992
9232,5051
-1407,192
-2224,-6491
-9861,461
-1363,5053
6559,-2736
-5674,-5249
9875,-8302
668,4002
-4203,4282
4744,7781
-9896,689
-6939,-5279
1546,-991
8800,4876
1568,1949
-6581,9324
-1184,-3998
-8563,7769
600,6601
8743,4612
472,9074
-4645,-4005
5480,-3529
-8319,9370
1392,-6442
-6899,-7235
-789,1776
5180,-781
-6280,-9259
-413,2925
2929,2034
1438,-4612
1794,-7307
-4687,3670
3937,8235
2416,7405
4575,-2316
-9223,5182
9713,6021
-5400,7566
7769,-1335
-815,-5868
5191,-3179
-3420,-1998
1092,-4704
-7903,2562
-8930,3698
-9238,-6629
3638,-1913
7739,6868
6939,-906
6454,2567
1068,-7440
2995,-4650
-642,9621
-3944,189
-4742,-590
2555,-7573
7231,-2439
9788,-2589
-1892,620
8618,-2895
9959,2534
-6676,5009
6140,4621
-3134,-1703
-1998,-4306
-9716,-9537
-2396,-6409
-2488,-4257
4807,8838
-9244,-9626
-4887,-4866
-2326,-9013
4857,-1695
-3484,-731
6670,-1750
-9879,-4263
1596,2144
-6760,5415
-8156,9571
1458,1983
-1428,-8169
-5606,2644
1038,-8363
480,3902
-7760,-9279
-8784,8828
-8475,-5246
-8844,2320
1132,8849
-9486,9281
8540,7377
-2417,2049
2840,-2896
-565,-5732
3881,-957
-4047,-7751
-1269,-5034
9620,7450
6817,236
-1629,7347
-5218,-899
-3536,-7091
6417,-1629
1339,-9962
1980,2177
-5112,2581
6299,-6798
-7950,9025
-1954,-958
3611,8303
81,-4016
-1352,-7804
2289,-7361
-2670,7089
969,9396
487,8079
8677,6083
2716,8744
-6236,8356
-96,-4556
8604,921
1354,-1214
3295,-2489
6727,-1868
3132,9781
1949,5546
5822,9633
-956,-1917
-4913,4486
-1846,-1963
1445,5440
-4792,396
7270,3052
-9310,5441
7871,8284
-5579,3383
5107,7440
-4871,5364
-2754,-4364
-8237,9738
5476,9209
-3883,4809
1149,7593
-8901,1028
6055,-9669
-5854,-5934
4631,-1943
7685,-2432
-8818,5369
-446,3512
-1176,-1216
9233,-8654
3859,6614
2916,5379
9136,4695
5944,2750
8714,-2801
-4788,6697
-7334,-9246
6575,3454
6831,-5869
5545,-8795
-8795,-2888
115,3455
1402,8187
9133,-2277
-6923,-3880
-1596,9492
17,9470
7921,77
-3093,9385
7127,4186
-7554,497
-2987,7542
2503,-4061
4514,286
-4693,-9979
-3675,-5595
-2837,4114
8337,6479
7168,2020
7350,4375
8663,3034
-3897,8542
3793,3469
6568,-1831
739,-4661
-7625,523
2895,2472
-1927,2297
2977,-4183
3149,-8816
1452,-6949
-1007,3333
7918,-5164
4735,9696
-6944,-3362
-4293,5336
5748,3252
3691,-5115
-8363,-8931
4813,3669
558,-7405
558,4099
-5270,7623
-9903,-4759
-8872,-2752
9338,-4805
-6668,9718
9566,-7571
1279,2644
-8584,-8868
2258,-4590
9301,9075
206,-8019
-9487,-5035
3089,2393
1260,-8168
6528,101
-1872,3613
151,-4541
-4603,-8727
-3620,2940
-9586,8528
9142,1539
-9372,346
2350,-1916
2020,-7691
5096,7279
1832,2396
-962,-7145
-2076,-594
8625,-2430
3368,-5185
-3339,-5701
-9830,5960
5400,-1112
-4859,-1734
-7266,7341
-6649,-3612
5705,7502
-5646,5721
7309,1748
-6203,9598
-2312,4525
-5984,2423
-3518,-3093
-4390,-6345
9685,5500
-3025,6587
-5152,-3576
5779,-164
-1747,-2889
-8904,7689
-6612,1439
5401,2816
-7014,6995
-8730,238
-9747,-2891
9729,259
8189,7012
-1396,8595
6394,562
3477,9751
-2855,8578
78,-4759
-1199,-7759
3595,5565
-9608,1855
4355,1640
7101,-2168
8091,5736
8800,7657
376,-2191
-9889,2687
-3051,-6337
9437,-6859
-4224,-447
896,-3180
-7661,-8890
572,1514
-7753,2010
4220,-656
-3212,-3535
-415,7881
7553,-2321
-8143,7037
8982,2581
-484,3947
830,-4087
-4046,-1864
9164,-7942
-3134,3804
503,2614
-4933,-1994
5070,-5721
6154,-5288
-72,-4896
-9479,-1486
3314,-1944
-9533,-9222
7560,8909
7965,4302
4454,2521
9816,-3089
337,-6478
5861,-8943
265,1634
-6242,-4635
3990,5793
9062,5674
-7184,1347
4009,-8246
-6806,-6009
1374,-4104
265,6256
7693,-3515
-8102,-470
-6442,6255
4908,6466
-2959,1871
-6062,725
-920,-6448
-3190,1992
813,8439
-6849,-4098
-2339,443
-871,-5543
-6971,-8563
-6267,6168
9128,-7962
-6267,622
-2540,-7027
7954,-4352
-8374,3185
-2503,-8640
-295,-3613
2754,-2514
-2914,7396
-6660,9607
7953,1511
-5613,-3111
-2737,4110
-4563,8435
1134,3912
-7107,-3311
-9199,336
3002,6825
-3259,7614
-134,-6124
-70,-7688
3849,-8916
-9386,5910
-119,3187
-4864,-9874
-5073,9477
5335,3135
-2284,-9488
-1098,763
-6740,-3359
-6718,3944
-441,-4674
2380,8622
-5343,2990
8106,-9570
545,1467
-1537,2971
-7492,7687
-9825,-1461
-1436,-3780
-4716,-5599
-1165,3559
-2018,-5898
-9664,3307
7545,-1464
-1052,-5023
-5082,-9177
6001,7623
-5108,405
7781,5047
-79,3954
5088,3084
-2970,-9777
5454,630
3398,-8568
-5033,9484
3857,1291
6214,2260
7069,-3447
1695,-2708
1370,6650
-7416,7935
9206,-8553
-4355,-5243
-959,7621
7666,-4053
3313,-555
-5342,7933
-5214,5511
5379,1247
-8036,5846
-1670,-343
3863,4048
-4782,-7274
7382,-429
-613,8356
585,3331
5702,5352
-8912,-9943
-2340,8929
1385,4417
-3338,9234
-5508,-3082
-3802,9583
1749,-4278
762,6600
-3962,5459
-5670,-2515
4429,2101
-9785,-6086
-9963,-4562
-1110,9309
9247,-6107
9677,3558
7718,-7236
9963,-6646
7665,-9865
5168,4855
-4755,369
-6937,6148
-4940,1635
1939,-6557
-2344,-389
950,-5825
-2275,5511
-8514,-7841
-4657,-3892
-7044,-1700
96,-1701
-8700,-6518
5448,-5447
-2579,4316
7923,-4341
5799,8168
3444,529
4047,3388
6063,-2671
4730,423
5013,-1809
1270,-3764
-1965,5942
8454,-6217
9497,324
2294,-8104
-8978,6569
4155,-5436
9723,-1251
1274,132
-9840,-1061
-9967,-9976
5898,-3457
-8536,-8340
3059,-4516
-2370,5257
-3060,6792
5043,625
1802,1810
-4271,7953
-1118,-4163
7294,-3925
8718,8781
-4007,-5780
2703,-4766
-5103,9859
-956,7621
7103,-9964
-9001,2848
4611,-3980
226,-9140
1664,2720
-88,6068
2077,-2128
-8786,-1214
1530,-2263
7287,3917
-9189,-3222
8600,8728
8207,-9207
-3911,-1427
9395,-3642
3613,-7758
234,937
-5129,8465
8091,9947
-2897,822
8698,-999
1047,-5382
2080,-6824
-8671,-4359
4030,7944
2784,2197
8515,-469
-1773,79
6185,2985
768,-2550
3216,1417
-7638,-9747
32,9603
4981,-841
-1931,-3837
-6002,8239
-157,4073
-8684,5385
-7647,2929
499,-7121
2396,-2587
8944,58
8882,-4861
2084,6200
5476,1841
-3695,-1101
-9565,-3134
-7785,2929
329,-362
979,-4253
2483,9691
-2961,-2769
7,1830
-5016,-4674
-4094,-5677
-6595,-4440
-2833,-3521
8506,2576
-8065,-5548
-2699,-5442
-9757,391
-7390,-2214
-9742,6121
1373,4499
-5113,7832
449,4099
7297,557
-9694,-2183
3692,-4087
8784,7216
-1423,396
-3994,4021
198,-4609
-9092,6532
-8426,5006
-9250,-1015
2401,-8128
-2511,-5416
316,-3165
6993,-6982
5411,4493
1877,9659
-253,-4988
-7506,-1717
653,3073
-1044,76
-8542,7915
7966,1112
2779,3022
9948,4075
2690,939
-373,7686
8157,965
3812,8641
-2308,9097
8372,-9351
9017,-6746
-2350,4137
-7480,127
5770,1333
-7178,-6621
2907,5216
1405,3488
-6717,2222
-8075,6300
-8182,763
-1601,-5224
860,-7414
-2427,2222
7693,3437
6995,-5265
5881,8484
-6710,327
-2234,429
-204,-9391
9160,-4124
7359,5878
-107,-5379
3818,-5143
1197,-2845
-4918,1332
-2069,7764
1813,-312
2598,7228
6641,1263
6276,-2875
-3371,1934
4246,8219
-356,3685
6356,2968
-5771,-4708
-4705,4688
6075,-9374
